CustomerID,LiveRiskScore,LivePrediction,ActualChurn,LiveSegment
50942,0.25276345,0,0,3
50792,0.2550148,0,0,3
54394,0.25748158,0,0,3
52023,0.2574981,0,0,3
52170,0.25752038,0,0,3
55009,0.2579531,0,0,3
54595,0.25971442,0,0,3
55555,0.26016122,0,0,3
50833,0.26074415,0,0,3
52488,0.26233095,0,0,3
54510,0.26237372,0,0,3
53849,0.2644101,0,0,3
51616,0.26664963,0,0,3
51845,0.26793694,0,0,3
54493,0.26888382,0,0,3
50421,0.26947647,0,0,3
51857,0.2704455,0,0,3
52661,0.2709434,0,0,3
50651,0.27552944,0,0,3
55612,0.27646494,0,0,3
54880,0.27842328,0,0,3
54796,0.27948815,0,0,3
55075,0.27961257,0,0,3
52241,0.28077435,0,0,3
51055,0.28082162,0,0,3
50357,0.28191885,0,0,3
54770,0.28265736,0,0,3
54277,0.28307766,0,0,3
53367,0.28551382,0,0,3
53101,0.28931814,0,0,3
52677,0.29229188,0,0,3
53983,0.29347244,0,0,3
50553,0.29446948,0,0,3
55189,0.29668897,0,0,3
50187,0.29748175,0,0,3
53300,0.29765183,0,0,3
52867,0.30025354,0,0,3
51847,0.30178046,0,0,3
52766,0.30540615,0,0,3
54982,0.30583373,0,0,3
55022,0.30947822,0,0,3
50218,0.310433,0,0,3
50756,0.31391346,0,0,3
51407,0.31701773,0,0,3
52474,0.32089806,0,0,3
50206,0.3220523,0,0,3
51597,0.3233617,0,0,3
52877,0.32371432,0,0,3
51296,0.32532352,0,0,3
52797,0.3271354,0,0,3
51651,0.32957304,0,0,3
50675,0.3309318,0,0,3
52280,0.33240354,0,0,3
50896,0.3331518,0,0,3
54468,0.33726063,0,0,3
53449,0.3374825,0,0,3
51095,0.33830196,0,0,3
53029,0.33889586,0,0,3
51544,0.34535202,0,0,3
52145,0.34812915,0,0,3
53514,0.34990147,0,0,3
52128,0.3516606,0,0,3
53432,0.351808,0,0,3
54455,0.35201553,0,0,3
54512,0.3523663,0,0,3
55541,0.35422948,0,0,3
51773,0.35434678,0,0,3
50247,0.35593942,0,0,3
55437,0.3567279,0,0,3
52381,0.36479464,0,0,3
51476,0.36630872,0,0,3
54499,0.367276,0,0,3
51968,0.36746174,0,0,3
52565,0.37474263,0,0,3
50949,0.37534603,0,0,3
51672,0.37594995,0,0,3
52864,0.37977755,0,0,3
54984,0.38130248,0,0,3
54498,0.3844366,0,0,3
55350,0.38459253,0,0,4
54532,0.38514045,0,0,4
53517,0.3882951,0,0,4
54320,0.3898773,0,0,4
55143,0.39013174,0,0,4
53475,0.3944987,0,0,4
51658,0.3945347,0,0,4
54778,0.3955781,0,0,4
53002,0.398203,0,0,4
50516,0.4064675,0,0,4
52591,0.40758342,0,0,4
52116,0.409404,0,0,4
51282,0.41079098,0,0,4
52750,0.41084772,0,0,4
53992,0.41085207,0,0,4
53889,0.42316616,0,0,4
52922,0.42522302,0,0,4
52489,0.4296927,0,0,4
53031,0.43013278,0,0,4
52906,0.4333911,0,0,4
53777,0.4358819,0,0,4
50263,0.43616077,0,0,4
53549,0.43679503,0,0,4
54284,0.43942156,0,0,4
52789,0.44168302,0,0,4
53571,0.44494122,0,0,4
51049,0.44673914,0,0,4
50970,0.4486472,0,0,4
50114,0.45273957,0,0,4
53705,0.45447332,0,0,4
54469,0.4626476,0,0,4
50174,0.465424,0,0,4
52611,0.46730363,0,0,4
51981,0.47599977,0,0,4
54783,0.47628382,0,0,4
53005,0.47850427,0,0,4
55116,0.49308607,0,0,4
54801,0.4936369,0,0,4
52026,0.4939926,0,0,4
54385,0.50116444,0,0,4
50382,0.5025304,0,0,4
54535,0.5055307,0,0,4
54633,0.5056238,0,0,4
55268,0.5113511,0,0,4
50766,0.512255,0,0,4
53035,0.5131866,0,0,4
51831,0.5137479,0,0,4
50502,0.5147199,0,0,4
54538,0.5152533,0,0,4
53505,0.51641387,0,0,4
50296,0.51688343,0,0,4
55132,0.517193,0,0,4
54652,0.5203569,0,0,4
50758,0.52062505,0,0,4
52007,0.52072656,0,0,4
50679,0.5228571,0,0,4
55531,0.52770346,0,0,4
50320,0.5363653,0,0,4
54291,0.5396798,0,0,4
53140,0.53990465,0,0,4
52368,0.5403311,0,0,4
51315,0.5410399,0,0,4
55520,0.5412603,0,0,4
53162,0.5442299,0,0,4
51637,0.547272,0,0,4
54918,0.5479457,0,0,4
51649,0.55417746,0,0,4
53910,0.55422556,0,0,4
54973,0.5563983,0,0,4
54392,0.56621975,0,0,4
53188,0.5690713,0,0,4
53473,0.569632,0,0,4
54927,0.57368684,0,0,4
50179,0.5751607,0,0,4
52449,0.57846653,0,0,4
52383,0.5799078,0,0,4
54240,0.5805264,0,0,4
54995,0.58054185,0,0,4
54007,0.5857017,0,0,4
54642,0.59287673,0,0,4
52602,0.59513456,0,0,4
53739,0.5978287,0,0,4
53508,0.60545,0,0,4
54048,0.6100228,0,0,4
51519,0.6113425,0,0,4
55396,0.62200224,0,0,4
54092,0.624115,0,0,4
52770,0.6295499,0,0,4
53719,0.6324629,0,0,4
51590,0.6335402,0,0,4
55124,0.6374313,0,0,4
54101,0.64066553,0,0,4
50827,0.64116687,0,0,4
54473,0.64397496,0,0,4
52228,0.6512027,0,0,4
53808,0.65942496,0,0,4
52558,0.6597296,0,0,4
55202,0.67240816,0,0,4
50176,0.6753365,0,0,4
55447,0.67577225,0,0,4
51039,0.6931538,0,0,4
50103,0.6935419,0,0,4
54625,0.69514143,0,0,4
51190,0.70747095,0,0,4
53645,0.7095266,0,0,4
54866,0.7177065,0,0,4
50750,0.72099656,0,0,4
53622,0.72413456,0,0,4
53095,0.7335674,0,0,4
54803,0.73702717,0,0,4
52581,0.7385896,0,0,4
50073,0.7421162,0,0,4
51543,0.7421162,0,0,4
51005,0.743697,0,0,5
52475,0.743697,0,0,5
53172,0.74800146,0,0,5
50563,0.7503923,0,0,5
55450,0.7610863,0,0,5
51199,0.7622581,0,0,5
54257,0.76347065,0,0,5
54871,0.77646935,0,0,5
50036,0.7811848,0,0,5
52865,0.78476465,0,0,5
54335,0.78476465,0,0,5
52266,0.7919739,0,0,5
52444,0.79413486,0,0,5
53569,0.79820037,0,0,5
51924,0.80023885,0,0,5
50248,0.8187244,0,0,5
51339,0.8187635,0,0,5
51279,0.81930923,0,0,5
50403,0.82081324,0,0,5
55260,0.8225347,0,0,5
52413,0.8234458,0,0,5
50773,0.82479,0,0,5
51603,0.8322148,0,0,5
54709,0.84315145,0,0,5
52032,0.8538399,0,0,5
54986,0.8614322,0,0,5
52943,0.86234117,0,0,5
52745,0.86837125,0,0,5
50940,0.8733347,0,0,5
50454,0.8761566,0,0,5
53586,0.8791092,0,0,5
50213,0.882757,0,0,5
54100,0.88869864,0,0,5
54336,0.8966646,0,0,5
53836,0.9010967,0,0,5
55306,0.9010967,0,0,5
51930,0.90228885,0,0,5
52074,0.90374386,0,0,5
54879,0.90787673,0,0,5
50579,0.91081274,0,0,5
55068,0.92377204,0,0,5
53302,0.9537952,0,0,5
54427,0.9696697,0,0,5
51295,0.9720688,0,0,5
51894,0.9724062,0,0,5
51723,0.97972965,0,0,5
55581,0.9820082,0,0,5
51765,0.9882697,0,0,5
53738,0.9891762,0,0,5
51598,0.9973018,0,0,5
52844,1.0006534,0,0,5
52317,1.0035257,0,0,5
54787,1.004615,0,0,5
54329,1.0162935,0,0,5
54180,1.0214033,0,0,5
51802,1.026679,0,0,5
53610,1.0280938,0,0,5
50448,1.0309716,0,0,5
52149,1.0383216,0,0,5
50918,1.0394174,0,0,5
54209,1.059214,0,0,5
51394,1.0596888,0,0,5
53908,1.0604265,0,0,5
55047,1.068386,0,0,5
53317,1.0954317,0,0,5
54342,1.1070964,0,0,5
55519,1.1095717,0,0,5
52069,1.1119082,0,0,5
54718,1.1182053,0,0,5
54298,1.1340679,0,0,5
50983,1.1387044,0,0,5
53796,1.1397635,0,0,5
53229,1.1444997,0,0,5
52230,1.1726974,0,0,5
54054,1.1830808,0,0,5
53349,1.1878564,0,0,5
51514,1.1949658,0,0,5
51776,1.1974868,0,0,5
53377,1.2015928,0,0,5
52396,1.2113063,0,0,5
53811,1.2123339,0,0,5
50285,1.2175221,0,0,5
53947,1.2186192,0,0,5
51581,1.2267507,0,0,5
51247,1.2297155,0,0,5
51966,1.2483202,0,0,5
53093,1.2497431,0,0,5
54563,1.2497431,0,0,5
55485,1.2499408,0,0,5
53445,1.2565985,0,0,5
50186,1.2715062,0,0,5
51316,1.2748519,0,0,5
52290,1.2753736,0,0,5
54589,1.275502,0,0,5
50753,1.276382,0,0,5
52243,1.2765749,0,0,5
52498,1.299808,0,0,5
50584,1.3009562,0,0,5
54981,1.3029925,0,0,5
51256,1.3075024,0,0,5
52024,1.3140315,0,0,5
51624,1.3168572,0,0,5
54190,1.318326,0,0,5
52801,1.3320214,0,0,5
55507,1.342876,0,0,5
54739,1.3571588,0,0,5
54158,1.3591142,0,0,5
50984,1.360961,0,0,5
53784,1.3628801,0,0,5
55090,1.3774666,0,0,5
51811,1.3953165,0,0,5
51521,1.4052807,0,0,5
54964,1.4075779,0,0,6
52397,1.4115524,0,0,6
53436,1.4153657,0,0,6
52223,1.422758,0,0,6
52440,1.4337145,0,0,6
50166,1.4512653,0,0,6
50881,1.467802,0,0,6
53804,1.4699496,0,0,6
52465,1.4834074,0,0,6
51583,1.4835726,0,0,6
51101,1.488212,0,0,6
53629,1.5050749,0,0,6
53399,1.5082783,0,0,6
52450,1.5160631,0,0,6
51909,1.5161505,0,0,6
52283,1.5291456,0,0,6
54128,1.5348022,0,0,6
54899,1.5355532,0,0,6
51792,1.5435374,0,0,6
51609,1.544387,0,0,6
54808,1.5466646,0,0,6
50800,1.5812714,0,0,6
55421,1.6101416,0,0,6
55456,1.6227921,0,0,6
55616,1.6228173,0,0,6
53778,1.6265943,0,0,6
53805,1.6474185,0,0,6
53993,1.6477392,0,0,6
50661,1.6788629,0,0,6
50335,1.6813252,0,0,6
51805,1.6813252,0,0,6
54384,1.6881777,0,0,6
52575,1.6915183,0,0,6
53949,1.7070006,0,0,6
54508,1.7092894,0,0,6
52670,1.7227159,0,0,6
55084,1.7326055,0,0,6
55103,1.7463926,0,0,6
55481,1.7479675,0,0,6
52092,1.7519271,0,0,6
55001,1.7699543,0,0,6
55029,1.7715709,0,0,6
50097,1.771712,0,0,6
51136,1.7722772,0,0,6
51730,1.7729098,0,0,6
53485,1.7770059,0,0,6
53138,1.7851657,0,0,6
53601,1.8062413,0,0,6
52538,1.8271257,0,0,6
54832,1.8392937,0,0,6
53782,1.8431239,0,0,6
50192,1.8583181,0,0,6
50308,1.8596461,0,0,6
55523,1.8694084,0,0,6
53655,1.8694503,0,0,6
50799,1.8780059,0,0,6
54041,1.8855201,0,0,6
50786,1.8884648,0,0,6
51169,1.9058638,0,0,6
50265,1.911032,0,0,6
50260,1.9126134,0,0,6
55104,1.9409444,0,0,6
53511,1.9692751,0,0,6
51021,1.9783772,0,0,6
52952,2.0063071,0,0,6
55615,2.0110457,0,0,6
55290,2.0110533,0,0,6
53038,2.0356293,0,0,6
50118,2.0464985,0,0,6
55463,2.0625746,0,0,6
52580,2.0644908,0,0,6
54848,2.0705426,0,0,6
55390,2.08118,0,0,6
51159,2.1129644,0,0,6
55064,2.1246119,0,0,6
55046,2.1282425,0,0,6
52776,2.128309,0,0,6
54969,2.1337907,0,0,6
54021,2.1459153,0,0,6
52479,2.145925,0,0,6
54382,2.1825202,0,0,6
52676,2.212107,0,0,6
53319,2.215685,0,0,6
51260,2.250124,0,0,6
55147,2.2755578,0,0,6
55387,2.2871232,0,0,6
52192,2.2970884,0,0,6
51068,2.3089468,0,0,6
51242,2.3724823,0,0,6
53693,2.3997927,0,0,6
53871,2.463479,0,0,6
53696,2.4731872,0,0,6
53780,2.4798243,0,0,6
53293,2.4867616,0,0,6
52348,2.5489666,0,0,6
50698,2.5892987,0,0,6
53500,2.59292,0,0,6
52391,2.612117,0,0,6
50161,2.6453354,0,0,6
51574,2.6795642,0,0,6
50089,2.7196386,0,0,6
51418,2.7233102,0,0,6
52339,2.7249963,0,0,6
53447,2.72621,0,0,6
53433,2.7567441,0,0,6
54075,2.8196533,0,0,6
55274,2.8230348,0,0,6
54147,2.90127,0,0,6
50931,2.9330492,0,0,6
52401,2.9330492,0,0,6
51398,2.9371774,0,0,6
50418,2.9599876,0,0,6
55067,2.9670117,0,0,6
52562,2.9749267,0,0,7
52000,3.055331,0,0,7
50866,3.0581214,0,0,7
52968,3.0720286,0,0,7
50043,3.079007,0,0,7
51399,3.0801957,0,0,7
55280,3.1092186,0,0,7
52639,3.1401901,0,0,7
51890,3.1433363,0,0,7
54677,3.176688,0,0,7
52349,3.1767428,0,0,7
54372,3.2041445,0,0,7
53381,3.2157507,0,0,7
55151,3.2272007,0,0,7
53556,3.2301161,0,0,7
54238,3.266349,0,0,7
50774,3.309321,0,0,7
54098,3.3191848,0,0,7
52490,3.3775826,0,0,7
51512,3.3896587,0,0,7
54939,3.4472828,0,0,7
54369,3.4886487,0,0,7
50994,3.488869,0,0,7
53761,3.5341616,0,0,7
53933,3.5374653,0,0,7
54507,3.5912693,0,0,7
51393,3.6403034,0,0,7
53091,3.6462123,0,0,7
50056,3.651724,0,0,7
53929,3.6825113,0,0,7
53234,3.7917,0,0,7
53363,3.792454,0,0,7
55176,3.8402934,0,0,7
54319,3.8627129,0,0,7
50251,3.9024107,0,0,7
54628,4.0084586,0,0,7
50895,4.02784,0,0,7
50030,4.037147,0,0,7
53842,4.0728354,0,0,7
55180,4.0806103,0,0,7
52642,4.094777,0,0,7
50649,4.1087575,0,0,7
51797,4.1184764,0,0,7
55403,4.1235614,0,0,7
54276,4.148042,0,0,7
50580,4.189865,0,0,7
54929,4.194358,0,0,7
55036,4.3032575,0,0,7
52572,4.306675,0,0,7
50078,4.3293495,0,0,7
51548,4.3293495,0,0,7
52599,4.356846,0,0,7
54631,4.3843927,0,0,7
54930,4.4212036,0,0,7
51437,4.500801,0,0,7
50623,4.656732,0,0,7
52244,4.6624517,0,0,7
52202,4.6706643,0,0,7
54363,4.6965013,0,0,7
52369,4.7644224,0,0,7
55245,4.767287,0,0,7
50960,4.8665557,0,0,7
55122,4.9116826,0,0,7
53161,4.9136596,0,0,7
53497,4.951386,0,0,7
50612,4.968567,0,0,7
55284,5.001356,0,0,7
51171,5.013165,0,0,7
54223,5.1129518,0,0,7
53121,5.154271,0,0,7
53348,5.396867,0,0,7
50726,5.3968873,0,0,7
51299,5.440075,0,0,7
52468,5.5712123,0,0,7
51507,5.6686316,0,0,7
52408,5.6954265,0,0,7
54073,5.7747188,0,0,7
53810,5.7959576,0,0,7
53316,5.8015575,0,0,7
50826,5.841229,0,0,7
55331,5.873795,0,0,7
51045,5.913031,0,0,7
52900,5.9149857,0,0,7
50420,5.953425,0,0,7
53968,6.0167813,0,0,7
53753,6.0268087,0,0,7
54720,6.07824,0,0,7
54790,6.183321,0,0,7
52584,6.206556,0,0,7
51243,6.284128,0,0,7
52995,6.357727,0,0,7
50381,6.392169,0,0,7
53311,6.4868646,0,0,7
53395,6.508828,0,0,7
53364,6.7333674,0,0,7
54542,6.7508125,0,0,7
51124,6.7688107,0,0,7
53459,6.773938,0,0,7
53254,6.8005505,0,0,7
51401,6.8041115,0,0,7
54914,6.9300375,0,0,7
53932,6.9341702,0,0,7
53072,6.9407477,0,0,7
51990,7.0335073,0,0,7
53835,7.094693,0,0,7
51677,7.106202,0,0,7
51048,7.251333,0,0,7
53177,7.3588967,0,0,7
55491,7.4567924,0,0,7
52576,7.580015,0,0,7
51213,7.8143992,0,0,7
55165,7.8767247,0,0,7
52296,7.9395733,0,0,8
52871,8.041237,0,0,8
52030,8.110035,0,0,8
53052,8.289957,0,0,8
53250,8.441608,0,0,8
52420,8.461533,0,0,8
55409,8.666572,0,0,8
55623,8.673362,0,0,8
52416,8.702591,0,0,8
55339,8.802672,0,0,8
53704,8.892408,0,0,8
50332,8.895692,0,0,8
54151,8.926505,0,0,8
54057,9.003364,0,0,8
52594,9.116596,0,0,8
50479,9.197717,0,0,8
53639,9.213946,0,0,8
51892,9.434453,0,0,8
50422,9.579933,0,0,8
54315,9.757139,0,0,8
53553,9.826658,0,0,8
52800,9.937569,0,0,8
53840,10.016857,0,0,8
54852,10.056031,0,0,8
51896,10.161702,0,0,8
55588,10.2365265,0,0,8
55235,10.276909,0,0,8
51842,10.326719,0,0,8
55031,10.347405,0,0,8
55063,10.37914,0,0,8
51971,10.3807125,0,0,8
54157,10.412491,0,0,8
50711,10.491967,0,0,8
52181,10.491967,0,0,8
51858,10.542542,0,0,8
54934,10.614719,0,0,8
50101,10.666348,0,0,8
54176,10.945134,0,0,8
50809,11.005313,0,0,8
51258,11.023862,0,0,8
51743,11.093858,0,0,8
54744,11.134384,0,0,8
51302,11.235246,0,0,8
51783,11.340493,0,0,8
54994,11.377946,0,0,8
54710,11.422938,0,0,8
50853,11.724039,0,0,8
54500,11.743561,0,0,8
51480,11.840324,0,0,8
53306,11.848703,0,0,8
53502,11.893296,0,0,8
54972,11.893296,0,0,8
53765,11.966426,0,0,8
53359,12.403635,0,0,8
55094,12.631152,0,0,8
54126,12.693085,0,0,8
50887,12.867643,0,0,8
51844,12.98237,0,0,8
53329,13.6973095,0,0,8
50256,13.959807,0,0,8
51386,14.226285,0,0,8
53196,14.35779,0,0,8
52214,14.493175,0,0,8
54890,14.593032,0,0,8
55154,14.74777,0,0,8
55563,15.11901,0,0,8
53335,15.137484,0,0,8
52891,15.160169,0,0,8
50837,15.598856,0,0,8
52307,15.598856,0,0,8
51630,15.757701,0,0,8
51094,15.807772,0,0,8
53716,15.911676,0,0,8
53561,16.014364,0,0,8
52335,16.16713,0,0,8
55082,16.523426,0,0,8
51249,17.131884,0,0,8
50744,17.291414,0,0,8
53969,17.804735,0,0,8
50326,18.102177,0,0,8
55087,18.544891,0,0,8
53241,18.914553,0,0,8
53859,19.43669,0,0,8
53600,19.491776,0,0,8
53415,19.527855,0,0,8
51479,19.620901,0,0,8
55575,19.960085,0,0,8
52728,20.10663,0,0,8
50901,20.442884,0,0,8
51984,20.477125,0,0,8
53532,20.571337,0,0,8
51861,21.0204,0,0,8
51072,21.304691,0,0,8
50865,21.536251,0,0,8
52001,21.905788,0,0,8
52031,22.702631,0,0,8
53941,23.584808,0,0,8
55431,23.991596,0,0,8
52826,25.108381,0,1,8
52017,25.126413,0,0,8
54164,25.74145,0,0,8
51298,26.289845,0,0,8
54885,27.413904,0,0,8
50765,28.467104,0,0,8
54206,28.48206,0,1,8
53256,28.879175,0,0,8
54104,29.062706,0,0,8
52526,29.830996,0,0,8
54759,30.116575,0,1,8
52187,30.905613,0,0,8
53961,30.976126,0,0,8
52235,33.618454,0,0,8
54322,33.757008,0,0,8
54077,33.829872,0,0,9
51552,36.026768,0,0,9
50488,38.38072,0,0,9
51219,38.523315,0,0,9
52732,38.768604,0,0,9
50318,39.03279,0,0,9
52483,39.23689,0,0,9
53289,39.388233,0,1,9
51363,39.624268,0,0,9
53009,39.999466,0,0,9
53393,40.194557,0,0,9
55625,41.35799,0,0,9
51389,42.803116,0,0,9
50032,45.028008,0,0,9
55583,46.844692,0,0,9
51309,47.34904,0,0,9
51964,48.819862,0,0,9
52992,50.14974,1,0,9
50510,50.456512,1,0,9
53425,50.747204,1,0,9
53580,50.930004,1,0,9
50112,51.153503,1,1,9
51582,53.205257,1,1,9
54637,54.156452,1,0,9
55272,55.451424,1,1,9
52644,55.900116,1,1,9
54040,56.726635,1,0,9
51516,58.548386,1,0,9
51932,60.722904,1,0,9
50011,60.85019,1,1,9
52199,61.947777,1,0,9
52208,63.185883,1,0,9
50292,63.394974,1,0,9
54250,63.74712,1,1,9
54630,64.76406,1,1,9
50725,65.57355,1,1,9
53165,69.88333,1,0,9
52679,69.920364,1,1,9
54497,70.83425,1,1,9
51312,72.00147,1,0,9
52457,72.583755,1,1,9
51278,73.03441,1,0,9
