,CustomerID,ActualChurn,PredictedChurn,RiskScore,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,SegmentNumber,RiskSegment,Decile,StaticAction,SelectedAction,MarketingMessageRequired,ComplaintHistoryFlag,ServiceReviewStatus,MessageTheme,OfferDetailsRequired,OfferDetailsAvailable,MessagePreparationStatus,ScenarioSelectedSuccessPercent,ScenarioStaticSuccessPercent
30,53744,0,0,0.013220476,51.0,Mobile Phone,1,7.0,Debit Card,Male,4.0,2,Laptop & Accessory,3,Divorced,2,0,25.0,2.0,3.0,9.0,174.0,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
31,52720,0,0,0.013490231,60.0,Mobile Phone,3,27.0,Debit Card,Female,3.0,3,Grocery,1,Married,5,1,13.0,,1.0,0.0,278.75,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
32,53570,0,0,0.013588596,31.0,Mobile Phone,3,14.0,E wallet,Male,3.0,2,Laptop & Accessory,2,Married,2,1,19.0,1.0,2.0,10.0,177.2,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
33,53893,0,0,0.013735267,12.0,Mobile Phone,1,11.0,Credit Card,Female,3.0,4,Mobile Phone,3,Married,9,0,20.0,1.0,2.0,1.0,158.06,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
34,52476,0,0,0.0138991,8.0,Phone,1,34.0,Debit Card,Male,2.0,1,Laptop & Accessory,3,Married,2,0,17.0,6.0,6.0,8.0,134.07,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
35,51419,0,0,0.014606871,5.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,3,Laptop & Accessory,4,Married,2,0,17.0,1.0,1.0,9.0,162.2,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
36,52646,0,0,0.015023485,7.0,Mobile Phone,3,14.0,COD,Male,3.0,1,Laptop & Accessory,3,Married,2,0,21.0,2.0,4.0,8.0,167.99,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
37,54680,0,0,0.016568042,3.0,Computer,1,7.0,Debit Card,Male,4.0,6,Mobile Phone,1,Married,3,0,19.0,1.0,3.0,9.0,152.2,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
38,51411,0,0,0.016643917,28.0,Mobile Phone,1,14.0,Credit Card,Female,2.0,3,Grocery,3,Married,3,1,14.0,1.0,,2.0,247.56,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
39,55462,0,0,0.016777027,31.0,Computer,3,9.0,Credit Card,Male,3.0,4,Grocery,4,Married,6,0,23.0,,15.0,15.0,287.91,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
40,52239,0,0,0.01732368,2.0,Phone,1,7.0,Debit Card,Female,3.0,3,Mobile Phone,1,Married,2,0,15.0,1.0,1.0,2.0,137.6,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
41,50619,0,0,0.018101102,30.0,Mobile Phone,1,8.0,Debit Card,Female,3.0,4,Grocery,2,Single,4,1,13.0,0.0,,3.0,237.26,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
42,51405,0,0,0.018723851,10.0,Mobile Phone,1,6.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Married,2,0,18.0,0.0,1.0,7.0,159.93,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
43,53070,0,0,0.01921313,29.0,Mobile Phone,1,9.0,Debit Card,Female,4.0,4,Grocery,2,Single,4,1,14.0,,2.0,3.0,291.59,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
44,53318,0,0,0.019225042,26.0,Computer,1,32.0,Credit Card,Female,3.0,5,Grocery,2,Divorced,5,0,23.0,,2.0,1.0,263.26,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
45,50636,0,0,0.019457553,26.0,Computer,3,8.0,E wallet,Female,2.0,4,Fashion,4,Divorced,3,0,12.0,0.0,6.0,12.0,175.25,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
46,53584,0,0,0.020237166,3.0,Mobile Phone,1,7.0,Debit Card,Female,4.0,4,Mobile Phone,2,Married,3,0,16.0,1.0,2.0,3.0,162.6,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
47,52399,0,0,0.021134501,30.0,Phone,1,7.0,Debit Card,Male,3.0,1,Laptop & Accessory,3,Married,1,0,24.0,1.0,2.0,8.0,149.0,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
48,54804,0,0,0.022302793,16.0,Mobile Phone,1,10.0,Debit Card,Female,4.0,2,Laptop & Accessory,1,Married,4,1,14.0,2.0,2.0,4.0,177.31,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
49,54192,0,0,0.022641623,18.0,Mobile Phone,1,17.0,UPI,Male,3.0,4,Laptop & Accessory,1,Married,4,1,14.0,1.0,2.0,4.0,189.65,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
50,53252,0,0,0.022666594,26.0,Mobile Phone,3,10.0,E wallet,Male,3.0,5,Grocery,5,Divorced,3,0,,2.0,2.0,17.0,293.56,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
51,50159,0,0,0.022696003,28.0,Mobile Phone,1,26.0,COD,Male,2.0,3,Laptop & Accessory,2,Divorced,4,1,19.0,1.0,1.0,8.0,154.15,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
52,54722,0,0,0.022714535,26.0,Mobile Phone,3,10.0,E wallet,Male,3.0,5,Grocery,5,Married,3,0,,2.0,2.0,17.0,293.56,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
53,55471,0,0,0.02294833,31.0,Computer,1,22.0,Debit Card,Male,3.0,4,Grocery,3,Married,4,1,15.0,,3.0,3.0,282.87,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
54,50151,0,0,0.0233193,10.0,Computer,1,6.0,Credit Card,Female,0.0,3,Fashion,2,Married,3,1,18.0,0.0,,2.0,236.02999999999997,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
55,52698,0,0,0.023404052,17.0,Mobile Phone,1,7.0,Debit Card,Male,3.0,1,Laptop & Accessory,5,Married,3,0,15.0,1.0,2.0,2.0,150.33,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
56,51058,0,0,0.023532895,9.0,Computer,1,6.0,Credit Card,Female,2.0,4,Laptop & Accessory,3,Married,1,0,15.0,1.0,1.0,2.0,143.74,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
57,50301,0,0,0.024711411,23.0,Mobile Phone,1,35.0,Debit Card,Male,2.0,4,Grocery,3,Divorced,1,0,15.0,,15.0,7.0,270.46,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
58,54948,0,0,0.02543775,29.0,Computer,1,9.0,Debit Card,Male,4.0,4,Fashion,4,Married,5,0,19.0,1.0,,3.0,234.76,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
59,54430,0,0,0.02598208,10.0,Mobile Phone,1,13.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,2,0,12.0,2.0,11.0,12.0,157.1,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
60,54860,0,0,0.026505385,26.0,Mobile Phone,1,7.0,Debit Card,Male,4.0,4,Grocery,1,Married,4,0,,4.0,8.0,9.0,295.99,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
61,55052,0,0,0.027784731,18.0,Phone,1,9.0,Debit Card,Female,4.0,2,Mobile Phone,1,Married,3,0,14.0,2.0,8.0,8.0,145.11,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
62,51933,0,0,0.028530052,25.0,Phone,1,17.0,Debit Card,Female,,3,Laptop & Accessory,3,Married,9,0,20.0,1.0,1.0,4.0,131.49,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
63,53821,0,0,0.02871181,9.0,Mobile Phone,1,35.0,Debit Card,Male,3.0,2,Laptop & Accessory,3,Married,3,0,18.0,6.0,7.0,9.0,159.07,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
64,51592,0,0,0.028922373,6.0,Phone,1,11.0,Debit Card,Female,,4,Mobile,1,Married,2,0,13.0,0.0,1.0,2.0,129.11,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
65,50493,0,0,0.028970972,17.0,Mobile Phone,1,10.0,Credit Card,Male,2.0,3,Laptop & Accessory,4,Single,10,0,12.0,1.0,2.0,3.0,159.33,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
66,53404,0,0,0.029255671,19.0,Phone,1,7.0,Credit Card,Female,4.0,4,Mobile Phone,2,Married,5,0,15.0,1.0,2.0,3.0,147.7,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
67,53217,0,0,0.029464936,13.0,Mobile Phone,1,9.0,COD,Female,4.0,5,Laptop & Accessory,3,Single,3,0,12.0,3.0,12.0,11.0,170.53,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
68,52586,0,0,0.02984287,12.0,Computer,1,7.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Married,2,1,15.0,0.0,5.0,8.0,164.72,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
69,52493,0,0,0.030105146,22.0,Phone,1,31.0,Debit Card,Female,2.0,3,Mobile,5,Married,2,0,14.0,1.0,1.0,4.0,132.11,1,1 - Minimum Risk,10,Aksiyon Yok,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,85.0,85.0
